station_complex_name,borough,routes,route_count,station_geom,line_ACE,line_123,line_BDFM,line_456,line_NQRW,line_7,line_L,line_G,line_JZ,rider_change,emp_change,bus_change,pop_change,women_share_change,med_age_change,college_age_change,young_prof_age_change,med_income_change,med_rent_change,housing_units_change,renter_share_change
96 St,Manhattan,B C,2,POINT (-73.964696 40.791642),1,0,1,0,0,0,0,0,0,1.110545084055018,0.6197216228564191,-1.9502913545011298,-0.08419716522107044,0.6950971958261665,3.7231253277399103,-10.84508824087545,-2.4435523539025437,18.9344307385219,12.540836055737042,2.895015846877432,-2.554494379524841
96 St,Manhattan,1 2 3,3,POINT (-73.972323 40.793919),0,1,0,0,0,0,0,0,0,-6.9360130195551655,0.6197216228564191,-1.9502913545011298,-0.08419716522107044,0.6950971958261665,3.7231253277399103,-10.84508824087545,-2.4435523539025437,18.9344307385219,12.540836055737042,2.895015846877432,-2.554494379524841
Alabama Av,Brooklyn,L,1,POINT (-73.898654 40.676992),0,0,0,0,0,0,1,0,0,-12.116250511665983,16.770585906571654,10.461386627189736,2.042383960068292,-0.8656461259725079,6.946564885496179,-13.505702637147133,15.0125803746156,20.198657425094144,12.993149066855658,5.80285578578638,-0.9588585571408292
Allerton Av,Bronx,2 5,2,POINT (-73.867352 40.865462),0,1,0,1,0,0,0,0,0,-6.912775968150561,134.88788118317595,4.651988636363636,6.56166481976403,-0.912175430898643,5.214723926380377,-0.8653235775617253,10.804857384919513,13.641275898752145,14.226925338036441,2.964877432170105,-0.6909456046831797
Aqueduct - N Conduit Av,Queens,A,1,POINT (-73.834058 40.668234),1,0,0,0,0,0,0,0,0,-52.793439261916966,-0.6016648809033215,9.14020139426801,1.941476749700131,-1.0121333798788323,4.344122657580927,-7.133421400264201,2.224325603407477,12.874917862517748,13.799019607843144,-1.8926044123768557,0.7931187735079559
Aqueduct Racetrack,Queens,A,1,POINT (-73.835919 40.672097),1,0,0,0,0,0,0,0,0,245.00907441016335,-0.6016648809033215,9.14020139426801,1.941476749700131,-1.0121333798788323,4.344122657580927,-7.133421400264201,2.224325603407477,12.874917862517748,13.799019607843144,-1.8926044123768557,0.7931187735079559
Astor Pl,Manhattan,6,1,POINT (-73.99107 40.730054),0,0,0,1,0,0,0,0,0,-10.511331919169365,6.5183547787793295,-2.1151968760169217,-6.820538587357415,-0.5110782298678451,2.9088913282107636,-9.253844804397405,-7.96875700389977,18.769039543821165,17.800582794881542,-0.3366542588132253,-0.6377949376228043
Astoria - Ditmars Blvd,Queens,N W,2,POINT (-73.912034 40.775036),0,0,0,0,1,0,0,0,0,-8.075591290568696,18.638601995903603,6.971904266389179,-3.818778580911639,0.8992160914721437,0.39024390243904383,-20.133063349725195,2.4730936569727504,28.838465228997777,20.339382512373327,3.1357285429141712,0.29782530861315326
Astoria Blvd,Queens,N W,2,POINT (-73.917843 40.770258),0,0,0,0,1,0,0,0,0,18.14086814086814,9.987647785424386,6.407035175879397,-1.8220225275746045,0.8361914374799273,-0.43165467625898873,-21.347991664870303,7.13420353290605,29.279974254370604,21.89370578632324,3.887045140826456,0.18970338428218048
Atlantic Av,Brooklyn,L,1,POINT (-73.903097 40.675345),0,0,0,0,0,0,1,0,0,16.582278481012658,18.734429496761333,10.76993583868011,-0.1188876674402508,-0.9280615991574592,9.062499999999996,-15.100208546887703,13.558194588460863,8.504463120530351,10.716677829872735,7.2341213505339175,-0.13413075500904315
Atlantic Av - Barclays Ctr,Brooklyn,B D N Q R 2 3 4 5,9,POINT (-73.97778866666665 40.68416166666667),0,1,1,1,1,0,0,0,0,8.377015876200748,8.306559114058173,12.365086813702488,6.898924363345165,0.8515310299666012,2.0190023752969113,-18.404416722859068,5.776238450343528,30.07876977079458,26.744336569579293,5.05977832553616,-1.0961661602857165
Avenue H,Brooklyn,Q,1,POINT (-73.961639 40.62927),0,0,0,0,1,0,0,0,0,19.468717231737152,25.882974075152926,8.905810296308559,2.571573818055573,0.04537355001088539,1.6164584864070661,-16.160758715569475,4.715596581946864,24.179936889997798,19.237288135593218,2.162148702710778,-0.3948559914005556
Avenue I,Brooklyn,F,1,POINT (-73.976127 40.625322),0,0,1,0,0,0,0,0,0,-51.99299167761717,36.35372552308273,10.288624787775891,0.25881470367591897,-0.291543043018172,1.683168316831693,-19.931771851728584,-2.3266161176099813,20.45443188875485,16.94868995633188,-0.8613294790895525,-1.203342115463446
Avenue J,Brooklyn,Q,1,POINT (-73.960803 40.625039),0,0,0,0,1,0,0,0,0,0.36447978793903246,27.704928220744517,7.553260167850226,4.410082864614335,0.7159642379273801,-0.2873563218390641,-13.876383988319747,4.036038432128727,18.280925009477556,18.834866403854576,2.995153297391494,0.5030498710385078
Avenue M,Brooklyn,Q,1,POINT (-73.959399 40.617618),0,0,0,0,1,0,0,0,0,2.8272789581905418,29.2994045808162,9.039437719640766,3.9813316793247484,0.20644849847211155,-0.18115942028988338,-11.62879268757141,4.737687955441077,18.074790388685017,19.466666666666665,2.167460795796991,0.008682176106256101
Avenue N,Brooklyn,F,1,POINT (-73.974197 40.61514),0,0,1,0,0,0,0,0,0,-38.815596599237765,34.08377486753974,9.745965809234702,3.358800273574991,-0.08187892426939625,-1.8691588785046664,-10.638110347258946,1.899056345197541,15.867255950996363,18.26670557338781,0.6564476995986486,0.9341927490881252
Avenue P,Brooklyn,F,1,POINT (-73.973022 40.608944),0,0,1,0,0,0,0,0,0,-37.97606093579978,34.08377486753974,9.745965809234702,3.358800273574991,-0.08187892426939625,-1.8691588785046664,-10.638110347258946,1.899056345197541,15.867255950996363,18.26670557338781,0.6564476995986486,0.9341927490881252
Avenue U,Brooklyn,F,1,POINT (-73.973357 40.596063),0,0,1,0,0,0,0,0,0,-54.616724738675956,38.83301802250323,11.81781861765881,8.088899648534262,-0.8366325524660989,-2.651201325600671,-0.013341872131497493,8.506383155102379,21.87185997100627,21.657999388192106,2.606155086111818,1.6043063241759081
Avenue U,Brooklyn,N,1,POINT (-73.979137 40.597473),0,0,0,0,1,0,0,0,0,-29.72177635098983,38.83301802250323,11.81781861765881,8.088899648534262,-0.8366325524660989,-2.651201325600671,-0.013341872131497493,8.506383155102379,21.87185997100627,21.657999388192106,2.606155086111818,1.6043063241759081
Avenue U,Brooklyn,Q,1,POINT (-73.955929 40.5993),0,0,0,0,1,0,0,0,0,7.359624688462102,38.83301802250323,11.81781861765881,8.088899648534262,-0.8366325524660989,-2.651201325600671,-0.013341872131497493,8.506383155102379,21.87185997100627,21.657999388192106,2.606155086111818,1.6043063241759081
Avenue X,Brooklyn,F,1,POINT (-73.97425 40.58962),0,0,1,0,0,0,0,0,0,-10.430686406460296,48.34889665605927,12.8890586213481,7.745175235045966,-0.9789153404694217,-2.6053639846743284,-7.716344620878771,12.634193459362494,22.93296392872664,18.122866894197966,2.2385578224829583,1.3046909760401015
Bay 50 St,Brooklyn,D,1,POINT (-73.983765 40.588841),0,0,1,0,0,0,0,0,0,-4.260651629072681,25.071790165487435,12.102473498233216,10.556823117670259,-0.5432886070851017,-3.4920634920634965,1.2566457225712904,12.270013701311411,22.345308224977042,19.821978774392342,3.4545209804329473,1.6877973545304736
Bay Pkwy,Brooklyn,D,1,POINT (-73.993728 40.601875),0,0,1,0,0,0,0,0,0,8.550133595837435,33.137969385664526,10.87719298245614,4.361691735995411,-0.11829909338458844,-1.1294261294261496,-9.583175731901052,2.180313368713672,17.049112268328688,19.255204769817226,0.9399505053817944,0.9556976360584168
Bay Pkwy,Brooklyn,F,1,POINT (-73.975264 40.620769),0,0,1,0,0,0,0,0,0,-60.44444444444444,33.137969385664526,10.87719298245614,4.361691735995411,-0.11829909338458844,-1.1294261294261496,-9.583175731901052,2.180313368713672,17.049112268328688,19.255204769817226,0.9399505053817944,0.9556976360584168
Bay Pkwy,Brooklyn,N,1,POINT (-73.981848 40.611815),0,0,0,0,1,0,0,0,0,3.876967095851216,33.137969385664526,10.87719298245614,4.361691735995411,-0.11829909338458844,-1.1294261294261496,-9.583175731901052,2.180313368713672,17.049112268328688,19.255204769817226,0.9399505053817944,0.9556976360584168
Bay Ridge - 95 St,Brooklyn,R,1,POINT (-74.030876 40.616622),0,0,0,0,1,0,0,0,0,-2.711750920656177,-1.5386094816809308,2.845100105374078,-3.2165900199052784,-0.5690458812111943,3.1565656565656566,-7.513519733057186,-5.327608736232966,16.70439602510112,15.560821484992102,0.45681482829017844,-0.6479099875019712
Bay Ridge Av,Brooklyn,R,1,POINT (-74.023377 40.634967),0,0,0,0,1,0,0,0,0,-10.434459710360192,8.165055041425308,7.760240511086058,-5.096953665299283,0.31260811883229156,3.942652329749109,-18.158726867451144,-7.333707194413792,18.746750859041168,16.1106590724166,-2.008322114796231,-1.2373272982598382
Baychester Av,Bronx,5,1,POINT (-73.838591 40.878663),0,0,0,1,0,0,0,0,0,-14.986832655015561,-2.9197080291970803,9.030704394942806,2.086351469978404,0.3805809750407785,2.6981450252951182,-6.172839506172839,9.44973157637872,14.127646698804128,13.707934547699907,2.0899789346975624,-0.9178983726531698
