station_complex_name,borough,routes,route_count,station_geom,line_ACE,line_123,line_BDFM,line_456,line_NQRW,line_7,line_L,line_G,line_JZ,ridership_2013,rider_change,emp_change,bus_change,pop_change,women_share_change,med_age_change,college_age_change,young_prof_age_change,med_income_change,med_rent_change,housing_units_change,renter_share_change
Burnside Av,Bronx,4,1,POINT (-73.907684 40.853453),0,0,0,1,0,0,0,0,0,11560.0,-1329.0,5893.0,199.0,20011.0,0.16020972997562444,0.125,-1564.0,9806.0,3465.0,140.5,5034.0,0.7995030206396803
Bushwick Av - Aberdeen St,Brooklyn,L,1,POINT (-73.905249 40.682829),0,0,0,0,0,0,1,0,0,1509.0,570.0,12242.0,562.0,8871.0,-0.430014485342467,1.1500000000000057,-4768.0,13393.0,10689.5,196.0,5958.0,-1.3769300480710345
Canal St,Manhattan,1,1,POINT (-74.006277 40.722854),0,1,0,0,0,0,0,0,0,6039.0,371.0,81164.0,-1560.0,-1504.0,0.6465895137937772,1.7250000000000014,-6655.0,-3842.0,21359.4375,718.5,5277.0,-1.334875729526086
Canal St,Manhattan,A C E,3,POINT (-74.005229 40.720824),1,0,0,0,0,0,0,0,0,19738.0,686.0,81164.0,-1560.0,-1504.0,0.6465895137937772,1.7250000000000014,-6655.0,-3842.0,21359.4375,718.5,5277.0,-1.334875729526086
Canal St,Manhattan,J N Q R W Z 6,7,POINT (-74.00057999999999 40.71870125),0,0,0,1,1,0,0,0,1,44696.0,2338.0,81164.0,-1560.0,-1504.0,0.6465895137937772,1.7250000000000014,-6655.0,-3842.0,21359.4375,718.5,5277.0,-1.334875729526086
Canarsie - Rockaway Pkwy,Brooklyn,L,1,POINT (-73.90185 40.646654),0,0,0,0,0,0,1,0,0,13254.0,-1307.0,2771.0,30.0,3114.0,1.1334874459785094,0.7999999999999972,-768.0,1121.0,6608.0,121.0,1827.0,-0.7120406171176041
Carroll St,Brooklyn,F G,2,POINT (-73.995048 40.680303),0,0,1,0,0,0,0,1,0,12339.0,-777.0,7573.0,698.0,15748.0,0.8129094684785954,0.5499999999999972,-2762.0,3139.0,26273.75,392.75,4236.0,-1.7805184656068729
Castle Hill Av,Bronx,6,1,POINT (-73.851222 40.834255),0,0,0,1,0,0,0,0,0,5632.0,851.0,7716.0,234.0,-1148.0,-0.4665162295285241,0.5750000000000028,-1246.0,1600.0,4317.75,156.5,-98.0,-0.8500749636668581
Cathedral Pkwy,Manhattan,1,1,POINT (-73.966847 40.803967),0,1,0,0,0,0,0,0,0,13874.0,-1348.0,5538.0,139.0,-1162.0,-0.3787961679918572,1.63333333333334,-2494.0,-833.0,13810.666666666672,190.66666666666674,2376.0,-1.8360360017801391
Cathedral Pkwy (110 St),Manhattan,B C,2,POINT (-73.958161 40.800603),1,0,1,0,0,0,0,0,0,7117.0,-3332.0,7540.0,173.0,981.0,0.15724952855451502,1.625,-2782.0,-179.0,10890.0,160.5,4877.0,-1.1416466813195636
Central Av,Brooklyn,M,1,POINT (-73.927397 40.697857),0,0,1,0,0,0,0,0,0,1744.0,649.0,12794.0,627.0,3170.0,-0.47282539374117194,0.6666666666666679,-914.0,8752.0,9953.666666666664,246.33333333333326,3959.0,-0.6126913065717332
Central Park North (110 St),Manhattan,2 3,2,POINT (-73.951822 40.799075),0,1,0,0,0,0,0,0,0,9130.0,-315.0,8617.0,206.0,3236.0,-0.02366015244977815,1.720000000000006,-3457.0,1819.0,9821.600000000006,168.4000000000001,6482.0,-0.9603927378162735
Chambers St,Manhattan,1 2 3,3,POINT (-74.009266 40.715478),0,1,0,0,0,0,0,0,0,23147.0,-1844.0,33985.0,-310.0,8891.0,1.055379070740503,1.5714285714285694,-1313.0,1119.0,33919.28571428571,1102.7142857142856,4055.0,-1.596801610058074
Chambers St / WTC / Park Place,Manhattan,A C E 2 3,5,POINT (-74.008698 40.713581000000005),1,1,0,0,0,0,0,0,0,58923.0,13473.0,33985.0,-310.0,8891.0,1.055379070740503,1.5714285714285694,-1313.0,1119.0,33919.28571428571,1102.7142857142856,4055.0,-1.596801610058074
Chauncey St,Brooklyn,J Z,2,POINT (-73.910456 40.682893),0,0,0,0,0,0,0,0,1,2967.0,420.0,6740.0,360.0,10215.0,-0.9418224906614925,0.9999999999999964,-237.0,11223.0,7076.666666666664,183.0,7620.0,-0.749812179124032
Christopher St - Sheridan Sq,Manhattan,1,1,POINT (-74.002906 40.733422),0,1,0,0,0,0,0,0,0,10076.0,-401.0,19791.0,-727.0,-4272.0,-0.8463314892806773,0.7800000000000011,-1811.0,-2124.0,21248.800000000003,315.8000000000002,-11.0,-2.280234935588832
Church Av,Brooklyn,2 5,2,POINT (-73.949575 40.650843),0,1,0,1,0,0,0,0,0,9794.0,-601.0,21299.0,1817.0,-4342.0,-0.22314757120909245,1.0799999999999983,-16877.0,10884.0,13833.300000000003,264.39999999999986,5376.0,-1.1397896168681698
Church Av,Brooklyn,B Q,2,POINT (-73.962982 40.650527),0,0,1,0,1,0,0,0,0,17638.0,-1110.0,21299.0,1817.0,-4342.0,-0.22314757120909245,1.0799999999999983,-16877.0,10884.0,13833.300000000003,264.39999999999986,5376.0,-1.1397896168681698
Church Av,Brooklyn,F G,2,POINT (-73.979678 40.644041),0,0,1,0,0,0,0,1,0,9984.0,-492.0,21299.0,1817.0,-4342.0,-0.22314757120909245,1.0799999999999983,-16877.0,10884.0,13833.300000000003,264.39999999999986,5376.0,-1.1397896168681698
City Hall,Manhattan,R W,2,POINT (-74.006978 40.713282),0,0,0,0,1,0,0,0,0,5666.0,991.0,33985.0,-310.0,8891.0,1.055379070740503,1.5714285714285694,-1313.0,1119.0,33919.28571428571,1102.7142857142856,4055.0,-1.596801610058074
Clark St,Brooklyn,2 3,2,POINT (-73.993086 40.697466),0,1,0,0,0,0,0,0,0,5971.0,-696.0,1425.0,300.0,8155.0,1.5579980502280266,0.0,-50.0,2871.0,29627.0,614.0,2906.0,0.5135360346389062
Classon Av,Brooklyn,G,1,POINT (-73.96007 40.688873),0,0,0,0,0,0,0,1,0,4490.0,811.0,11370.0,913.0,15056.0,0.4151120782119766,0.5,-2316.0,9696.0,14270.5,295.25,4475.0,-0.3132506372186983
Cleveland St,Brooklyn,J,1,POINT (-73.884639 40.679947),0,0,0,0,0,0,0,0,1,3328.0,-353.0,4065.0,346.0,12372.0,-0.23334369558924983,1.93333333333333,-4661.0,10929.0,10471.333333333336,169.66666666666674,6806.0,-1.9677970221598118
Clinton - Washington Avs,Brooklyn,C,1,POINT (-73.965838 40.683263),1,0,0,0,0,0,0,0,0,6642.0,426.0,13858.0,1188.0,16654.0,0.6817237026971457,0.6333333333333329,-4492.0,5460.0,19204.0,338.0,6326.0,-1.2451204622264012
Clinton - Washington Avs,Brooklyn,G,1,POINT (-73.966839 40.688089),0,0,0,0,0,0,0,1,0,5294.0,-269.0,13858.0,1188.0,16654.0,0.6817237026971457,0.6333333333333329,-4492.0,5460.0,19204.0,338.0,6326.0,-1.2451204622264012
Coney Island - Stillwell Av,Brooklyn,D F N Q,4,POINT (-73.981233 40.577422),0,0,1,0,1,0,0,0,0,13177.0,26.0,22136.0,929.0,24643.0,-0.7842758101378466,-0.9500000000000028,-981.0,6089.0,8993.0,197.0,3122.0,1.3123128318715649
Cortelyou Rd,Brooklyn,Q,1,POINT (-73.963891 40.640927),0,0,0,0,1,0,0,0,0,5318.0,958.0,14217.0,538.0,8296.0,0.04537355001088539,0.5500000000000043,-5521.0,3438.0,11532.5,227.0,2605.0,-0.3948559914005556
Court Sq,Queens,E G M 7,4,POINT (-73.94503200000001 40.747141000000006),1,0,1,0,0,1,0,1,0,20446.0,3549.0,4418.0,120.0,4506.0,-1.3379767654196906,0.10000000000000142,-615.0,3309.0,18250.0,419.0,4860.0,-1.114294857938991
Court St,Brooklyn,R 2 3 4 5,5,POINT (-73.991777 40.6941),0,1,0,1,1,0,0,0,0,38428.0,-2829.0,3454.0,409.0,10775.0,0.9332499720647092,0.05000000000000426,-422.0,3679.0,27563.5,489.5,3891.0,-0.25125215750814167
Crescent St,Brooklyn,J Z,2,POINT (-73.873785 40.683194),0,0,0,0,0,0,0,0,1,4683.0,-144.0,1321.0,171.0,5142.0,-0.020351105629456967,2.6000000000000085,-2184.0,2356.0,9186.666666666664,199.66666666666674,2485.0,-0.25289573456699355
Crown Hts - Utica Av,Brooklyn,3 4,2,POINT (-73.932942 40.668897),0,1,0,1,0,0,0,0,0,27780.0,-2444.0,2700.0,369.0,342.0,-0.796921006806206,1.8500000000000085,-3036.0,5800.0,3410.25,136.25,7111.0,0.539772822107909
Cypress Av,Bronx,6,1,POINT (-73.914042 40.805368),0,0,0,1,0,0,0,0,0,3842.0,-191.0,6976.0,118.0,6076.0,-1.0320812956344683,1.43333333333333,-575.0,4491.0,3552.333333333332,167.0,2671.0,-0.42121925205970134
Cypress Hills,Brooklyn,J,1,POINT (-73.87255 40.689941),0,0,0,0,0,0,0,0,1,1431.0,26.0,2024.0,298.0,11305.0,-0.278632968440895,1.999999999999993,-2897.0,6703.0,12761.666666666664,211.33333333333348,3381.0,-1.8562099230252538
DeKalb Av,Brooklyn,B Q R,3,POINT (-73.981824 40.690635),0,0,1,0,1,0,0,0,0,17318.0,4751.0,16704.0,1220.0,17521.0,0.07594137074137253,0.36666666666666003,-2329.0,13259.0,18437.499999999993,338.5,7974.0,-1.5287344469894992
DeKalb Av,Brooklyn,L,1,POINT (-73.918425 40.703811),0,0,0,0,0,0,1,0,0,11617.0,1021.0,16704.0,1220.0,17521.0,0.07594137074137253,0.36666666666666003,-2329.0,13259.0,18437.499999999993,338.5,7974.0,-1.5287344469894992
Delancey St / Essex St,Manhattan,F J M Z,4,POINT (-73.9877755 40.718463),0,0,1,0,0,0,0,0,1,23691.0,871.0,11142.0,-476.0,-14801.0,-0.14715034645033098,1.20000000000001,-3416.0,-5074.0,13602.199999999997,276.79999999999995,301.0,0.1560659909511264
Ditmas Av,Brooklyn,F,1,POINT (-73.978172 40.636119),0,0,1,0,0,0,0,0,0,4676.0,-772.0,23662.0,989.0,-6314.0,-0.05745885109813553,0.3499999999999943,-6918.0,-3271.0,8408.25,209.75,-2194.0,-1.6006969218852918
Dyckman St,Manhattan,1,1,POINT (-73.925536 40.860531),0,1,0,0,0,0,0,0,0,6564.0,438.0,2174.0,219.0,8930.0,0.936002584816964,0.0833333333333357,-3463.0,8378.0,6332.8333333333285,199.66666666666674,5751.0,0.2632276768236741
Dyckman St,Manhattan,A,1,POINT (-73.927271 40.865491),1,0,0,0,0,0,0,0,0,6557.0,-80.0,2174.0,219.0,8930.0,0.936002584816964,0.0833333333333357,-3463.0,8378.0,6332.8333333333285,199.66666666666674,5751.0,0.2632276768236741
E 105 St,Brooklyn,L,1,POINT (-73.899485 40.650573),0,0,0,0,0,0,1,0,0,3818.0,-20.0,6513.0,219.0,-5033.0,-0.18454184858376355,3.325000000000003,-6005.0,4300.0,2406.5,21.5,7235.0,-0.522111897088462
E 143 St - St Mary's St,Bronx,6,1,POINT (-73.907657 40.808719),0,0,0,1,0,0,0,0,0,911.0,108.0,7301.0,94.0,3429.0,-1.2157387384802099,1.100000000000005,-186.0,2598.0,1642.0,156.33333333333337,1035.0,-0.18527090725234396
E 149 St,Bronx,6,1,POINT (-73.904098 40.812118),0,0,0,1,0,0,0,0,0,4580.0,262.0,10516.0,241.0,10298.0,-0.2847521088475857,1.3200000000000003,-65.0,5100.0,2361.2000000000007,141.0,3954.0,-0.321703527647188
E 180 St,Bronx,2 5,2,POINT (-73.873488 40.841894),0,1,0,1,0,0,0,0,0,7003.0,172.0,3715.0,174.0,2706.0,-0.035465761863306966,1.4333333333333407,42.0,2210.0,3931.0,135.66666666666652,1271.0,-0.9750264649100782
East Broadway,Manhattan,F,1,POINT (-73.990173 40.713715),0,0,1,0,0,0,0,0,0,13276.0,592.0,15530.0,-518.0,-4570.0,0.5967312468249442,2.25,-2512.0,-2427.0,16696.25,398.5,2136.0,-0.3634637363156279
Eastchester - Dyre Av,Bronx,5,1,POINT (-73.830834 40.8883),0,0,0,1,0,0,0,0,0,4948.0,-442.0,-923.0,114.0,1847.0,1.3689983779930692,-0.4000000000000057,-379.0,2376.0,7334.0,150.0,1256.0,-0.30298730935244267
Eastern Pkwy - Brooklyn Museum,Brooklyn,2 3,2,POINT (-73.964375 40.671987),0,1,0,0,0,0,0,0,0,4938.0,-301.0,8920.0,852.0,8755.0,-0.008550166697418593,0.6600000000000037,-6427.0,10093.0,20717.199999999997,342.5999999999999,3927.0,-0.8023986120126891
Elder Av,Bronx,6,1,POINT (-73.879159 40.828584),0,0,0,1,0,0,0,0,0,6377.0,-54.0,6232.0,218.0,4250.0,-0.48571701501192166,1.4200000000000088,-1252.0,4161.0,2812.600000000002,132.5999999999999,2577.0,-1.4340802133755548
Elmhurst Av,Queens,M R,2,POINT (-73.882017 40.742454),0,0,1,0,1,0,0,0,0,13597.0,-1134.0,3789.0,282.0,-6563.0,-0.04992845196133411,2.8333333333333357,-6391.0,-7222.0,6113.3333333333285,175.33333333333326,665.0,-1.70272183746778
Euclid Av,Brooklyn,A C,2,POINT (-73.872106 40.675377),1,0,0,0,0,0,0,0,0,10418.0,-227.0,7.0,71.0,5553.0,0.03512126344281663,2.0,-1398.0,2966.0,5654.0,128.0,2913.0,-0.9605239839899693
Far Rockaway - Mott Av,Queens,A,1,POINT (-73.755405 40.603995),1,0,0,0,0,0,0,0,0,2651.0,1784.0,2183.0,18.0,6003.0,0.013079238475610655,-0.09999999999999787,-600.0,1362.0,6738.0,188.0,908.0,1.3683869920709024
Flatbush Av - Brooklyn College,Brooklyn,2 5,2,POINT (-73.947642 40.632836),0,1,0,1,0,0,0,0,0,21941.0,-2178.0,7968.0,415.0,4425.0,0.4241005954852217,0.5500000000000043,-5017.0,3682.0,8009.25,209.0,4514.0,0.41571019301352985
Flushing - Main St,Queens,7,1,POINT (-73.83003 40.7596),0,0,0,0,0,1,0,0,0,60190.0,-4521.0,14542.0,1151.0,1037.0,1.3452897639973704,1.6999999999999957,-4982.0,-2740.0,-636.6666666666642,139.33333333333326,1483.0,0.811397372481959
Flushing Av,Brooklyn,G,1,POINT (-73.950234 40.700377),0,0,0,0,0,0,0,1,0,2373.0,576.0,17237.0,1164.0,28577.0,-0.14273233623556258,0.6199999999999974,-403.0,17624.0,12612.400000000001,319.60000000000014,10779.0,-0.808812821966931
Flushing Av,Brooklyn,J M,2,POINT (-73.941126 40.70026),0,0,1,0,0,0,0,0,1,9165.0,-829.0,17237.0,1164.0,28577.0,-0.14273233623556258,0.6199999999999974,-403.0,17624.0,12612.400000000001,319.60000000000014,10779.0,-0.808812821966931
Fordham Rd,Bronx,4,1,POINT (-73.901034 40.862803),0,0,0,1,0,0,0,0,0,12558.0,-2163.0,13475.0,422.0,40962.0,-0.008612375007654993,0.22222222222222143,-4251.0,20235.0,3557.0000000000036,145.8888888888889,10157.0,0.6578802764306224
Fordham Rd,Bronx,B D,2,POINT (-73.897749 40.861296),0,0,1,0,0,0,0,0,0,11878.0,-517.0,13475.0,422.0,40962.0,-0.008612375007654993,0.22222222222222143,-4251.0,20235.0,3557.0000000000036,145.8888888888889,10157.0,0.6578802764306224
Forest Av,Queens,M,1,POINT (-73.903077 40.704423),0,0,1,0,0,0,0,0,0,4103.0,-979.0,7965.0,381.0,1170.0,-0.2632053054585026,0.8000000000000043,-3277.0,5833.0,16251.5,244.5,741.0,-2.3927647730848545
Forest Hills - 71 Av,Queens,E F M R,4,POINT (-73.844521 40.721691),1,0,1,0,1,0,0,0,0,27728.0,-1115.0,9678.0,39.0,3731.0,0.6590043711537374,0.6000000000000014,-868.0,-50.0,8542.0,232.0,621.0,-0.7750938598915347
Fort Hamilton Pkwy,Brooklyn,D,1,POINT (-73.994304 40.640914),0,0,1,0,0,0,0,0,0,3984.0,-48.0,39937.0,2600.0,-22292.0,0.47990025047496276,1.2083333333333286,-22405.0,-7005.0,14104.000000000007,265.6666666666665,-4954.0,-1.8343177012862366
Fort Hamilton Pkwy,Brooklyn,N,1,POINT (-74.005351 40.631386),0,0,0,0,1,0,0,0,0,7034.0,-3802.0,39937.0,2600.0,-22292.0,0.47990025047496276,1.2083333333333286,-22405.0,-7005.0,14104.000000000007,265.6666666666665,-4954.0,-1.8343177012862366
Fort Hamilton Pkwy,Brooklyn,F G,2,POINT (-73.975776 40.650782),0,0,1,0,0,0,0,1,0,5531.0,276.0,39937.0,2600.0,-22292.0,0.47990025047496276,1.2083333333333286,-22405.0,-7005.0,14104.000000000007,265.6666666666665,-4954.0,-1.8343177012862366
Franklin Av,Brooklyn,C S,2,POINT (-73.95633749999999 40.680988),1,0,0,0,0,0,0,0,0,6227.0,131.0,9816.0,989.0,10040.0,-0.1513486495397509,0.480000000000004,-6563.0,15775.0,17474.800000000003,311.20000000000005,4910.0,-0.29406255331652087
Franklin Av,Brooklyn,2 3 4 5 S,5,POINT (-73.958131 40.670682),0,1,0,1,0,0,0,0,0,15775.0,-1194.0,9816.0,989.0,10040.0,-0.1513486495397509,0.480000000000004,-6563.0,15775.0,17474.800000000003,311.20000000000005,4910.0,-0.29406255331652087
Franklin St,Manhattan,1,1,POINT (-74.006886 40.719318),0,1,0,0,0,0,0,0,0,5825.0,118.0,28545.0,-573.0,2643.0,0.7398003339113557,1.6999999999999957,-2217.0,-326.0,22014.5,780.6666666666667,2143.0,-2.1807879079693504
Freeman St,Bronx,2 5,2,POINT (-73.891865 40.829993),0,1,0,1,0,0,0,0,0,4762.0,-311.0,4963.0,351.0,14460.0,0.10992643678285896,1.4799999999999933,-1163.0,6770.0,2919.7999999999993,121.19999999999993,5219.0,-0.42562501169883804
Fresh Pond Rd,Queens,M,1,POINT (-73.895877 40.706186),0,0,1,0,0,0,0,0,0,5333.0,-617.0,2225.0,286.0,9367.0,-0.08469498495126127,-0.15000000000000568,-1021.0,4680.0,17219.0,209.5,730.0,-2.8935543653725526
Fulton St,Brooklyn,G,1,POINT (-73.975375 40.687119),0,0,0,0,0,0,0,1,0,4266.0,1196.0,42715.0,705.0,25594.0,1.0481216852811115,1.4083333333333314,-3778.0,6812.0,29417.16666666667,881.7500000000002,10289.0,-1.2329261237407518
Fulton St,Manhattan,A C J Z 2 3 4 5,8,POINT (-74.00783824999999 40.71008875),1,1,0,1,0,0,0,0,1,64461.0,28529.0,42715.0,705.0,25594.0,1.0481216852811115,1.4083333333333314,-3778.0,6812.0,29417.16666666667,881.7500000000002,10289.0,-1.2329261237407518
Gates Av,Brooklyn,J Z,2,POINT (-73.92227 40.68963),0,0,0,0,0,0,0,0,1,5999.0,1256.0,6740.0,360.0,10215.0,-0.9418224906614925,0.9999999999999964,-237.0,11223.0,7076.666666666664,183.0,7620.0,-0.749812179124032
Graham Av,Brooklyn,L,1,POINT (-73.944053 40.714565),0,0,0,0,0,0,1,0,0,10136.0,-177.0,15452.0,940.0,12315.0,-0.17967868467088088,1.0249999999999986,-5102.0,13832.0,16158.75,399.5,5945.0,-0.12603274988738367
Grand Army Plaza,Brooklyn,2 3,2,POINT (-73.971046 40.675235),0,1,0,0,0,0,0,0,0,8066.0,-878.0,5474.0,503.0,6530.0,0.32805195446082847,0.9666666666666686,-4433.0,2165.0,24507.0,381.0,2190.0,-1.5000482128282755
Grand Av - Newtown,Queens,M R,2,POINT (-73.877223 40.737015),0,0,1,0,1,0,0,0,0,18298.0,191.0,1323.0,197.0,-3163.0,0.9809790099554572,0.6500000000000057,-2224.0,-3530.0,8246.0,166.0,-3.0,-1.7677478790206314
Grand Central - 42 St,Manhattan,S 4 5 6 7,5,POINT (-73.97735933333333 40.751992),0,0,0,1,0,1,0,0,0,153861.0,1484.0,89113.0,-1284.0,14269.0,-1.2240156368757193,1.2142857142857153,-2896.0,6613.0,16536.857142857145,471.8571428571429,9109.0,-1.041601691519789
Grand St,Brooklyn,L,1,POINT (-73.94067 40.711926),0,0,0,0,0,0,1,0,0,7444.0,-480.0,39810.0,522.0,730.0,-0.2358862440474896,1.4454545454545382,-8929.0,8379.0,16673.272727272735,475.81818181818176,8179.0,-0.1113856988456785
Grand St,Manhattan,B D,2,POINT (-73.993753 40.718267),0,0,1,0,0,0,0,0,0,23770.0,-348.0,39810.0,522.0,730.0,-0.2358862440474896,1.4454545454545382,-8929.0,8379.0,16673.272727272735,475.81818181818176,8179.0,-0.1113856988456785
Grant Av,Brooklyn,A,1,POINT (-73.86505 40.677044),1,0,0,0,0,0,0,0,0,6270.0,-374.0,974.0,213.0,7190.0,-0.1791852395162663,2.039999999999999,-2187.0,2382.0,8751.200000000004,191.0,1727.0,0.2800884292380901
Greenpoint Av,Brooklyn,G,1,POINT (-73.954449 40.731352),0,0,0,0,0,0,0,1,0,8461.0,1048.0,1681.0,270.0,2306.0,-1.1248616842850168,1.0999999999999943,-867.0,2072.0,21372.0,530.0,156.0,1.7641206039529123
Gun Hill Rd,Bronx,5,1,POINT (-73.846384 40.869526),0,0,0,1,0,0,0,0,0,6002.0,-640.0,31951.0,176.0,9614.0,-0.6954832430859481,3.4000000000000057,-2577.0,3341.0,2819.75,165.75,1282.0,-1.4070705851970233
Gun Hill Rd,Bronx,2 5,2,POINT (-73.866256 40.87785),0,1,0,1,0,0,0,0,0,7339.0,-409.0,31951.0,176.0,9614.0,-0.6954832430859481,3.4000000000000057,-2577.0,3341.0,2819.75,165.75,1282.0,-1.4070705851970233
Halsey St,Brooklyn,J,1,POINT (-73.916559 40.68637),0,0,0,0,0,0,0,0,1,5805.0,774.0,19336.0,1006.0,13380.0,-0.6894297221335832,1.142857142857146,-4561.0,24335.0,9858.0,206.1428571428571,13870.0,-1.3459724930649508
Halsey St,Queens,L,1,POINT (-73.904084 40.695602),0,0,0,0,0,0,1,0,0,7308.0,1078.0,19336.0,1006.0,13380.0,-0.6894297221335832,1.142857142857146,-4561.0,24335.0,9858.0,206.1428571428571,13870.0,-1.3459724930649508
Harlem - 148 St,Manhattan,3,1,POINT (-73.93647 40.82388),0,1,0,0,0,0,0,0,0,3790.0,284.0,23372.0,236.0,15146.0,-0.2014066260972891,0.7000000000000028,-6618.0,13949.0,8580.875,193.0,7743.0,0.030824815679530992
Hewes St,Brooklyn,J M,2,POINT (-73.953431 40.70687),0,0,1,0,0,0,0,0,1,2859.0,-77.0,10518.0,729.0,19239.0,0.28949266418232256,0.7666666666666657,-1804.0,10358.0,14747.333333333336,372.66666666666674,6774.0,-0.8848043473539624
High St,Brooklyn,A C,2,POINT (-73.990531 40.699337),1,0,0,0,0,0,0,0,0,7543.0,2738.0,1425.0,300.0,8155.0,1.5579980502280266,0.0,-50.0,2871.0,29627.0,614.0,2906.0,0.5135360346389062
Houston St,Manhattan,1,1,POINT (-74.005367 40.728251),0,1,0,0,0,0,0,0,0,15736.0,-38.0,19791.0,-727.0,-4272.0,-0.8463314892806773,0.7800000000000011,-1811.0,-2124.0,21248.800000000003,315.8000000000002,-11.0,-2.280234935588832
Howard Beach - JFK Airport,Queens,A,1,POINT (-73.830301 40.660476),1,0,0,0,0,0,0,0,0,4972.0,-1596.0,-73.0,118.0,2088.0,-1.0121333798788323,1.7000000000000028,-756.0,470.0,8098.666666666664,187.66666666666674,-682.0,0.7931187735079559
Hoyt - Schermerhorn Sts,Brooklyn,A C G,3,POINT (-73.985001 40.688484),1,0,0,0,0,0,0,1,0,9604.0,936.0,9028.0,789.0,17545.0,1.1497316327248708,0.30000000000000426,-575.0,3704.0,22296.5,360.5,5209.0,-1.6743003637881504
Hoyt St,Brooklyn,A C,2,POINT (-73.985065 40.690545),1,0,0,0,0,0,0,0,0,6657.0,281.0,6276.0,660.0,13837.0,1.2421281457829503,0.20000000000000284,-306.0,3763.0,22382.33333333333,429.33333333333326,4830.0,-0.6831016275910207
Hunters Point Av,Queens,7,1,POINT (-73.948916 40.742216),0,0,0,0,0,1,0,0,0,6400.0,805.0,6360.0,422.0,9269.0,-0.7762204127334082,0.7666666666666657,-1463.0,6289.0,20780.333333333343,711.6666666666665,6736.0,1.341088734900775
Hunts Point Av,Bronx,6,1,POINT (-73.890549 40.820948),0,0,0,1,0,0,0,0,0,10144.0,316.0,8343.0,231.0,4536.0,-0.8747880714350731,1.4800000000000004,-1095.0,3502.0,2739.2000000000007,151.19999999999993,2405.0,-1.2200983557621226
Intervale Av,Bronx,2 5,2,POINT (-73.896736 40.822181),0,1,0,1,0,0,0,0,0,3420.0,-290.0,6636.0,231.0,10184.0,-0.2096131593129824,1.5749999999999993,-162.0,4219.0,2722.25,152.0,3674.0,-0.3489963875096147
Inwood - 207 St,Manhattan,A,1,POINT (-73.919899 40.868072),1,0,0,0,0,0,0,0,0,8866.0,-73.0,1112.0,95.0,7971.0,0.6043165837371856,0.1666666666666714,-2037.0,5117.0,6743.6666666666715,198.33333333333326,3432.0,0.5082806766765091
Jackson Av,Bronx,2 5,2,POINT (-73.907807 40.81649),0,1,0,1,0,0,0,0,0,5432.0,-144.0,9866.0,267.0,11419.0,-0.4702772184034143,1.6800000000000033,-837.0,5687.0,2831.2000000000007,141.0,5246.0,-0.6424329892073533
Jamaica - 179 St,Queens,F,1,POINT (-73.783817 40.712646),0,0,1,0,0,0,0,0,0,23280.0,-1828.0,1138.0,142.0,3809.0,-0.34715245434278064,1.2000000000000028,-147.0,1683.0,7821.333333333336,224.33333333333326,520.0,1.8280834597945828
Jamaica - Van Wyck,Queens,E,1,POINT (-73.816859 40.702566),1,0,0,0,0,0,0,0,0,4992.0,-275.0,2793.0,321.0,8095.0,-0.6560408392497941,0.9750000000000014,-884.0,2953.0,8954.0,202.25,319.0,-0.6425411077867649
Jamaica Center - Parsons/Archer,Queens,E J Z,3,POINT (-73.801109 40.702147),1,0,0,0,0,0,0,0,1,41686.0,-5318.0,2390.0,182.0,9788.0,0.00252972495505821,0.9666666666666686,-89.0,4199.0,8378.333333333336,216.66666666666652,589.0,0.7372910405522903
Jay St - MetroTech,Brooklyn,A C F R,4,POINT (-73.98664199999999 40.692259),1,0,1,0,1,0,0,0,0,40183.0,2091.0,6276.0,660.0,13837.0,1.2421281457829503,0.20000000000000284,-306.0,3763.0,22382.33333333333,429.33333333333326,4830.0,-0.6831016275910207
Jefferson St,Brooklyn,L,1,POINT (-73.922913 40.706607),0,0,0,0,0,0,1,0,0,6612.0,1062.0,14684.0,816.0,10508.0,-0.4688135360861101,0.5999999999999979,-1876.0,13099.0,12830.75,242.25,4746.0,-1.3143616169834615
Junction Blvd,Queens,7,1,POINT (-73.869527 40.749145),0,0,0,0,0,1,0,0,0,20818.0,282.0,4694.0,359.0,-2205.0,1.1950086400854099,1.7333333333333272,-6600.0,-5607.0,5349.666666666664,172.66666666666652,822.0,-0.981243443186719
Junius St,Brooklyn,3,1,POINT (-73.902447 40.663515),0,1,0,0,0,0,0,0,0,2206.0,-126.0,5550.0,170.0,-5398.0,-0.016746598693107018,3.299999999999997,-5850.0,4107.0,2932.3333333333358,99.0,6748.0,-0.4933344212122326
Kew Gardens - Union Tpke,Queens,E F,2,POINT (-73.831008 40.714441),1,0,1,0,0,0,0,0,0,28289.0,-2753.0,13034.0,307.0,12203.0,0.03101291120877203,1.0799999999999983,-1429.0,1742.0,6307.199999999997,200.79999999999995,931.0,-0.44906740372250287
Kings Hwy,Brooklyn,F,1,POINT (-73.972361 40.603217),0,0,1,0,0,0,0,0,0,3655.0,912.0,46969.0,1993.0,37404.0,-0.1569373701117871,-0.5900000000000034,-5949.0,6246.0,7997.0,222.5999999999999,4694.0,1.0386187164623695
Kings Hwy,Brooklyn,N,1,POINT (-73.980353 40.603923),0,0,0,0,1,0,0,0,0,5154.0,-1826.0,46969.0,1993.0,37404.0,-0.1569373701117871,-0.5900000000000034,-5949.0,6246.0,7997.0,222.5999999999999,4694.0,1.0386187164623695
